affinity       score    gauss1   gauss2    repulsion hydrophobic hydrogen
-3.37687198464 -4.16339 46.89837 682.81224 2.84693 3.89248 2.50977 
-3.39059910653 -4.85446 48.95248 592.56445 3.71674 8.59049 5.86329 
-3.39059910653 -3.89893 46.31995 590.24836 1.29882 8.40405 1.37264 
-3.40432622842 -5.65667 60.32483 446.81951 1.30617 39.42972 2.12957 
-3.41805335031 -2.17197 44.45662 677.76776 3.40174 5.48010 0.03778 
-3.4317804722 -4.90237 51.28903 767.14014 2.11982 28.06245 1.32519 
-3.44550759409 -4.70628 70.61930 846.60517 5.23492 12.97172 4.39923 
-3.45923471598 -5.52852 79.84785 1043.02596 4.88964 0.00000 6.26033 
-3.45923471598 -3.78335 38.79528 602.72467 1.46619 9.64977 1.07106 
-3.45923471598 -3.84324 73.42689 888.55544 8.74007 0.00000 7.95362 
-3.45923471598 -4.52751 74.78639 723.91194 5.46167 5.70749 6.79536 
-3.47296183787 -5.07188 134.95353 1851.90286 11.32077 34.93084 8.66686 
-3.50041608164 -4.30259 43.84551 717.48388 1.38396 16.54589 0.00000 
-3.52787032542 -5.54182 66.17452 954.75358 1.71596 0.00000 3.91343 
-3.5553245692 -7.54770 85.34464 1000.48898 3.58524 23.62366 4.49267 
-3.56905169109 -3.03313 44.18753 396.83450 0.50922 18.72678 0.57630 
-3.59650593487 -4.30643 26.31520 647.82476 1.07446 30.09065 0.00000 
-3.61023305675 -5.22634 49.54326 842.24274 2.01932 32.58991 1.00000 
-3.62396017864 -5.26634 43.60848 734.19388 2.29872 27.20473 2.59740 
-3.65141442242 -7.83637 124.00724 1708.38363 7.86618 0.00000 9.08838 
-3.66514154431 -5.42135 74.39754 1180.22450 4.52127 0.50612 6.19674 
-3.6788686662 -3.80801 26.61772 515.40362 0.26238 15.34633 0.00000 
-3.6788686662 -4.39953 33.46057 526.49369 0.46106 14.78242 0.61814 
-3.69259578809 -5.29735 65.68796 843.00990 3.37004 1.35468 4.22193 
-3.70632290998 -4.21471 57.88196 939.29280 6.35814 0.00000 7.46404 
-3.70632290998 -4.59423 53.54284 504.95569 3.05784 14.12465 4.36562 
-3.70632290998 -3.34131 20.05381 477.64991 1.22263 17.11845 2.00000 
-3.73377715375 -3.03282 46.38092 546.21113 2.38604 5.55067 2.00000 
-3.73377715375 -3.10276 37.79410 544.79278 4.66783 2.33996 5.67109 
-3.76123139753 -6.00796 63.87692 1033.26696 5.07547 7.85209 8.56374 
-3.76123139753 -2.68930 44.73013 353.07205 1.06198 20.43919 0.80728 
-3.77495851942 -4.17670 44.17349 464.18358 2.32347 5.48235 3.77129 
-3.78868564131 -2.97653 46.44983 683.72056 6.15775 9.55895 5.38321 
-3.8024127632 -5.97121 54.53049 821.40025 2.74048 0.00000 7.13572 
-3.81613988509 -3.49603 35.88554 390.85030 0.70081 40.07077 0.00000 
-3.84359412886 -4.34708 47.37101 537.97274 1.58357 5.12008 2.42086 
-3.85732125075 -4.99624 54.51317 963.65258 2.73014 2.82606 3.21589 
-3.87104837264 -5.49284 52.45235 694.98649 1.61022 19.79543 1.74054 
-3.87104837264 -4.79416 36.90022 506.33907 0.74188 25.85818 1.00000 
-3.89850261642 -2.73680 39.77724 562.18302 6.07164 0.00000 6.81520 
-3.89850261642 -9.34606 86.16957 1224.14759 2.84806 36.29733 3.72029 
-3.9259568602 -3.68962 103.13744 1161.38972 8.25290 0.00000 7.14666 
-3.9259568602 -9.46985 83.74583 1228.52152 2.74642 37.78466 4.28866 
-3.96713822586 -4.51200 54.57103 748.84317 1.01963 41.17163 0.39042 
-3.96713822586 -5.57648 58.11689 727.05137 3.18913 0.00000 6.64857 
-3.96713822586 -3.10728 29.36297 424.44455 3.74084 21.48910 4.46399 
-3.96713822586 -3.08282 17.66156 479.33364 0.43930 20.33451 0.00000 
-3.96713822586 -4.98124 52.74407 609.22867 0.81619 18.44185 0.99891 
-3.98086534775 -5.28013 80.49325 1208.00682 4.42454 9.08069 7.16401 
-4.00831959153 -4.42075 53.19398 715.80551 4.83544 0.00000 6.25820 
-4.00831959153 -5.50171 76.18626 897.12687 6.20816 1.87532 8.64840 
-4.00831959153 -3.66148 56.95770 634.24256 5.08497 0.00000 7.40497 
-4.00831959153 -5.86120 62.95149 827.47940 4.20178 0.00000 8.70995 
-4.00831959153 -4.08030 74.48372 662.32311 4.03117 0.00000 2.38448 
-4.00831959153 -5.81710 69.22728 950.26649 3.97838 9.82256 4.20759 
-4.02204671342 -4.06928 38.23725 536.08586 1.87151 3.70846 2.97162 
-4.03577383531 -3.95020 45.75883 511.55792 2.20593 0.00000 4.19103 
-4.06322807908 -6.47632 41.36398 854.49715 1.04962 47.78153 1.60144 
-4.06322807908 -8.05100 110.07928 1478.47659 7.89882 3.62734 11.56406 
-4.06322807908 -7.59290 113.28049 1304.97424 5.59580 0.00000 6.39704 
-4.06322807908 -3.65523 46.20263 795.61920 3.52111 0.00000 2.21089 
-4.06322807908 -3.68097 32.96407 663.10857 1.36505 22.11466 0.00000 
-4.07695520097 -11.97503 109.94967 2241.19863 1.48907 77.19162 0.50633 
-4.07695520097 -7.71137 138.23258 1697.80474 4.86119 37.56007 5.30452 
-4.09068232286 -4.73016 71.12422 1062.09021 1.98740 0.00000 3.14217 
-4.09068232286 -4.84123 45.93787 957.16891 1.75953 2.40426 2.79974 
-4.11813656664 -2.91619 82.71699 1023.59801 14.10280 0.77592 13.03942 
-4.11813656664 -5.00964 59.78491 599.15437 2.50864 0.00000 5.23171 
-4.11813656664 -1.74412 29.27184 426.66604 2.38939 5.67685 0.69830 
-4.11813656664 -3.76520 36.70597 533.21928 3.37859 0.00000 5.46407 
-4.11813656664 -4.90765 64.09128 516.86983 4.23994 0.00000 7.46776 
-4.11813656664 -4.17950 46.36936 696.19215 3.12648 18.56534 1.97893 
-4.11813656664 -4.14460 49.14739 501.13564 1.58420 19.32071 0.78950 
-4.11813656664 -5.22945 60.85040 930.52181 2.71107 0.68107 5.57261 
-4.11813656664 -5.90573 66.11895 908.08774 4.59400 0.00000 7.29402 
-4.13186368853 -3.80616 27.44291 535.39220 0.45445 3.65473 1.50001 
-4.13186368853 -4.38998 76.01389 723.12799 5.86120 5.59996 6.75731 
-4.14559081042 -3.74815 49.05483 488.32079 2.90563 0.00000 4.78298 
-4.15931793231 -4.99644 46.69043 697.80913 3.53667 0.00000 5.60211 
-4.15931793231 -4.88265 58.92008 580.17316 2.64801 0.00000 5.38104 
-4.15931793231 -2.94507 39.96131 456.22686 1.17382 0.00000 1.00000 
-4.15931793231 -4.09246 31.62212 761.84152 1.84115 13.48126 1.42242 
-4.1730450542 -5.78528 65.82751 599.07344 1.16851 8.48795 2.63194 
-4.1730450542 -5.95101 60.05864 932.68705 3.93150 8.38359 6.38584 
-4.1730450542 -6.30166 86.71473 1070.98425 3.42659 16.33125 5.00947 
-4.1730450542 -5.78835 40.41151 562.53319 0.77808 60.08543 0.00000 
-4.18677217608 -5.21944 74.64571 1068.82090 6.88857 2.42635 10.40675 
-4.18677217608 -5.12574 78.69284 863.85693 7.84384 0.00000 11.67815 
-4.18677217608 -4.84980 74.99902 852.98179 7.54870 0.00000 10.89339 
-4.18677217608 -6.11252 51.33741 765.64839 2.37023 15.92292 3.61775 
-4.20049929797 -5.07038 71.24977 1156.22197 3.76100 20.41339 3.90143 
-4.21422641986 -4.78903 45.13267 918.02992 2.34602 2.33361 3.19581 
-4.21422641986 -3.10001 34.76907 420.80622 3.71876 0.00000 5.10558 
-4.22795354175 -5.75483 72.08959 588.08090 4.62616 20.74064 6.50176 
-4.24168066364 -5.05984 61.67729 567.88491 3.30254 0.00000 6.37863 
-4.25540778553 -5.91735 83.93214 1018.81232 9.65141 0.00000 13.66240 
-4.25540778553 -3.53138 26.11604 515.95943 1.41103 16.39060 2.00000 
-4.25540778553 -5.22453 47.02267 679.66647 0.70781 44.50977 0.00000 
-4.26913490742 -4.65497 65.05390 707.00273 3.67510 7.59614 3.50627 
-4.28286202931 -3.16914 53.75869 681.26918 5.66014 9.30654 4.64790 
-4.28286202931 -7.58371 83.61417 1443.42027 4.21672 36.80149 6.17165 
-4.29658915119 -5.17097 50.39785 772.90855 3.03025 3.42673 5.15141 
-4.31031627308 -6.89554 85.65184 1293.43282 8.25198 12.04598 11.42982 
-4.31031627308 -1.97391 60.05550 532.97565 4.56598 11.48310 1.00000 
-4.32404339497 -6.38224 78.70664 921.12613 5.43403 0.00000 7.70145 
-4.32404339497 -5.99144 48.59029 746.00452 1.82875 15.90974 2.97872 
-4.32404339497 -1.23004 39.56022 457.20448 3.06657 3.36152 0.00000 
-4.32404339497 -5.42259 43.53689 588.99574 1.61246 23.58989 3.40242 
-4.33777051686 -5.15740 32.66717 768.11522 0.50476 34.58083 0.00000 
-4.36522476064 -10.49558 179.77031 2338.75735 10.26187 15.02634 14.84081 
-4.36522476064 -4.41016 31.54731 600.87261 0.70040 26.32825 1.50728 
-4.37895188253 -4.80209 46.25227 957.56725 2.15195 2.10152 3.26438 
-4.37895188253 -9.11603 87.41869 1458.68128 7.06567 5.21610 11.75041 
-4.37895188253 -5.81409 57.40311 1284.06790 2.54834 6.81143 5.34047 
-4.39267900442 -4.64313 44.57003 644.13527 2.68918 0.00000 5.00923 
-4.4064061263 -5.95348 89.29264 1218.96507 4.16590 0.00000 4.14262 
-4.42013324819 -7.36123 106.75489 1297.78134 4.95420 12.90780 4.63941 
-4.42013324819 -5.63344 80.97920 866.62159 7.71360 0.00000 10.63241 
-4.42013324819 1.67277 32.61975 303.28409 5.81528 0.00000 0.59527 
-4.42013324819 -8.32377 117.80490 2089.19535 6.11446 7.38650 9.84317 
-4.42013324819 -6.63628 59.00116 773.28111 2.63720 37.04195 4.49672 
-4.42013324819 -3.70231 65.93449 940.58297 5.61909 6.33196 3.54722 
-4.42013324819 -4.03996 29.03297 573.03886 2.29943 0.00000 3.98327 
-4.42013324819 -6.39003 81.41689 722.70152 2.41107 5.79620 2.70227 
-4.42013324819 -5.52686 80.33851 885.22313 1.59935 18.79255 0.68423 
-4.42013324819 -4.83376 94.18373 500.21114 2.12022 19.58136 0.00000 
-4.43386037008 -5.58630 55.32480 923.22067 3.26058 7.69021 5.03833 
-4.43386037008 -7.46035 89.98874 1326.52721 4.01366 27.04211 5.69105 
-4.44758749197 -4.94216 58.27120 725.38229 4.21339 0.00000 6.02345 
-4.44758749197 -4.49636 58.74747 742.07637 1.73955 20.90397 0.83862 
-4.46131461386 -5.27378 61.27446 589.07027 2.57882 3.66414 4.35727 
-4.46131461386 -9.93398 143.42582 1677.91826 5.52173 0.00000 8.82032 
-4.47504173575 -4.47195 56.22443 715.20610 2.40742 0.00000 5.16099 
-4.47504173575 -5.20872 43.25427 766.70377 1.93222 34.99736 1.74290 
-4.48876885764 -7.93926 107.09691 1636.58481 4.41776 1.43216 5.99406 
-4.50249597953 -5.28442 100.29666 1171.20582 10.08779 7.06076 9.80784 
-4.50249597953 -8.03085 119.49958 1679.42981 7.66643 21.46909 7.78120 
-4.50249597953 -5.50943 69.15277 1397.31777 4.79113 0.00000 5.00748 
-4.5299502233 -2.80113 28.42341 323.88414 0.77332 20.33966 0.79264 
-4.5299502233 0.84808 46.33057 774.63660 11.08113 0.00000 4.45683 
-4.5299502233 -5.78447 60.42922 661.27795 4.40610 0.00000 8.70326 
-4.5299502233 -5.95036 51.88856 767.61192 2.89620 19.97983 5.56660 
-4.5299502233 -6.92384 152.47480 1628.59056 8.64992 2.63500 8.05429 
-4.5299502233 -1.87099 26.45861 486.10188 2.41717 19.25053 0.00000 
-4.5299502233 -6.28453 68.05069 1012.37463 3.15318 10.31960 3.47524 
-4.5299502233 -2.70126 34.34241 521.36338 2.66737 7.57935 1.44640 
-4.54367734519 -4.18492 39.98138 731.59674 4.42395 3.31795 6.71300 
-4.54367734519 -5.70873 51.16276 1077.85604 1.57419 37.73115 0.00000 
-4.55740446708 -5.93910 71.61065 909.29057 1.80047 35.36026 1.22580 
-4.55740446708 -4.07884 60.48658 636.19839 4.95239 11.00952 4.13151 
-4.55740446708 -5.38180 35.20485 488.85839 0.23014 51.33803 0.00000 
-4.57113158897 -5.79733 31.12225 607.47761 0.37027 53.36491 0.00000 
-4.57113158897 -4.92001 83.13223 1371.13003 7.85051 0.00000 7.18665 
-4.57113158897 -5.50091 70.16792 809.57386 2.68078 21.70448 1.64705 
-4.57113158897 -3.67596 59.40935 700.18246 4.10218 4.05221 2.68220 
-4.57113158897 -6.96439 82.99359 1085.73443 2.01555 30.50285 0.09765 
-4.57113158897 -3.09303 46.68054 483.70183 4.66899 18.78365 4.36371 
-4.57113158897 -3.12692 39.17925 422.26268 4.07373 7.84692 5.06485 
-4.58485871086 -5.48885 45.65537 896.35547 1.91634 47.43750 0.00000 
-4.58485871086 -5.19733 42.89773 560.44007 0.22783 32.10704 0.00000 
-4.58485871086 -3.02886 48.01799 686.72979 6.47020 13.49007 5.58755 
-4.59858583275 -5.33333 57.27480 722.31994 2.11158 3.55224 3.13862 
-4.59858583275 -3.45025 44.94156 665.56620 5.23854 4.06168 5.24949 
-4.61231295464 -5.90259 67.12872 1185.53972 2.77811 57.49984 1.39219 
-4.62604007653 -5.43644 28.06367 622.45746 0.86467 55.77490 0.00000 
-4.62604007653 -4.75219 47.47701 584.58184 1.65077 3.64377 2.93693 
-4.62604007653 -5.40644 59.24457 586.99092 2.46347 5.52262 4.45898 
-4.62604007653 -4.66340 40.70577 819.45157 1.61491 3.31405 2.00996 
-4.62604007653 -4.65090 52.24757 712.66265 3.17136 4.31189 4.61679 
-4.62604007653 -5.33879 46.85739 582.79045 1.04647 25.26236 1.39090 
-4.63976719841 -0.93250 88.14461 1330.36540 14.15589 1.81383 5.25645 
-4.63976719841 -4.34479 57.52600 783.79501 2.54858 2.06899 4.66208 
-4.63976719841 -8.24329 91.62591 1436.26108 8.19181 5.55966 11.36607 
-4.6534943203 -6.38561 57.44556 778.79329 2.95222 35.57122 4.56560 
-4.6534943203 -5.81606 78.30769 1363.67242 5.75184 0.00000 6.91946 
-4.66722144219 -8.14386 157.37279 2054.12303 12.45489 0.00000 11.83416 
-4.66722144219 -6.18880 76.50846 1437.66154 2.05390 54.49755 0.97212 
-4.66722144219 -4.88825 30.67449 467.06415 0.43039 49.95882 0.00000 
-4.66722144219 -10.32182 142.01927 1931.32215 9.82904 0.00000 15.31113 
-4.66722144219 -6.00958 67.46717 744.93927 4.49231 6.76165 7.12441 
-4.66722144219 -4.72753 33.99104 425.09829 1.05460 63.02976 0.00000 
-4.66722144219 -4.69465 29.84521 464.46416 0.35584 43.79804 0.00000 
-4.66722144219 -4.80889 66.53038 892.43178 7.89323 0.00000 11.22705 
-4.66722144219 -4.56580 38.06301 805.51504 1.59127 4.65386 1.98851 
-4.66722144219 -3.81612 107.12171 1197.41356 4.62650 23.34249 3.08188 
-4.66722144219 -4.92886 65.39960 733.64007 2.69956 4.90906 2.77732 
-4.68094856408 -3.75998 55.96220 586.04575 5.37532 0.00000 6.67680 
-4.69467568597 -5.60662 82.72223 966.79134 3.45187 13.43290 3.53350 
-4.69467568597 -6.71604 72.26477 1046.53518 3.38510 8.97053 6.84733 
-4.69467568597 -3.76042 34.36600 468.90727 2.14589 9.33050 4.39534 
-4.69467568597 -7.50100 79.71018 1269.79549 3.01334 0.00000 3.72084 
-4.70840280786 -6.46423 92.32075 1469.45099 2.66044 2.27366 3.25312 
-4.70840280786 -7.19415 106.03438 1290.00904 4.55558 0.00000 3.89687 
-4.73585705164 -5.70083 95.09030 1272.26634 6.42983 8.41654 9.68381 
-4.74958417352 -7.21560 65.00907 1163.85569 6.12733 0.00000 10.48604 
-4.74958417352 -3.29935 72.18164 1001.61665 9.35860 28.88203 5.41586 
-4.76331129541 -8.54037 141.00958 1762.29544 7.38948 0.00000 9.16022 
-4.76331129541 -6.44438 58.16921 1080.52876 3.13980 31.66377 3.14961 
-4.76331129541 -5.15941 64.11584 903.38405 3.91411 3.05566 3.94005 
-4.7770384173 -4.53318 50.98519 700.21246 2.11146 9.70894 4.53414 
-4.7770384173 -9.07222 89.22123 1438.35491 6.78218 5.59969 11.31751 
-4.7770384173 -5.72046 117.64611 1796.48561 6.55566 5.63466 8.40572 
-4.7770384173 -5.00209 69.86844 869.82568 4.17857 15.72846 2.20351 
-4.79076553919 -4.62530 45.48173 589.78801 1.98005 5.49548 3.14960 
-4.79076553919 -4.70888 59.24109 795.77812 2.55084 0.00000 4.84417 
-4.79076553919 -4.41487 45.99750 543.35633 1.91638 4.51275 3.09758 
-4.79076553919 -4.29534 41.00621 423.79876 3.63265 8.08167 6.45886 
-4.80449266108 -3.12306 33.91886 483.64242 1.16999 11.54905 0.00000 
-4.81821978297 -5.73904 75.29369 1165.11532 3.71030 3.39753 6.36953 
-4.81821978297 -5.18072 74.20970 1056.64141 5.07312 2.34113 9.39390 
-4.83194690486 -3.46113 46.72233 535.56070 1.50175 0.00000 0.69123 
-4.83194690486 -3.74137 47.59947 608.38966 4.12876 0.00000 5.17859 
-4.83194690486 -7.20899 84.15485 1163.81118 6.16970 10.56521 10.17169 
-4.83194690486 -8.64378 119.83500 1790.98330 7.31960 0.00000 9.52745 
-4.83194690486 -4.43888 48.60521 839.59126 3.61419 0.00000 4.17627 
-4.83194690486 -9.53925 123.08553 1601.62351 6.75879 19.35224 9.87141 
-4.85940114863 -6.18769 46.66703 687.35677 0.97171 51.44188 0.00000 
-4.85940114863 -5.80197 96.53264 1598.04218 3.40570 38.18447 4.14727 
-4.87312827052 -5.34438 78.60421 1057.03781 4.11422 5.30887 6.21906 
-4.87312827052 -6.41675 75.61670 1201.24804 4.79717 42.42452 4.59333 
-4.87312827052 -5.47816 66.98016 1022.32253 5.68212 8.85260 7.71621 
-4.87312827052 -4.66667 63.13248 1155.51897 8.09846 23.36337 6.96339 
-4.9005825143 -6.54607 86.74376 1055.22361 3.04846 44.29399 1.92472 
-4.9005825143 -5.00639 90.21897 804.01106 5.37345 15.46060 4.01291 
-4.9005825143 -4.82714 46.28557 754.85146 4.01834 5.19108 6.37779 
-4.9005825143 -5.52837 60.21226 759.67150 1.91527 2.60194 3.05458 
-4.91430963619 -5.20038 64.65739 646.59085 7.72392 3.67626 11.13937 
-4.92803675808 -3.68100 74.87280 604.65388 3.44851 0.00000 1.53303 
-4.92803675808 -5.78408 78.87489 1301.60993 5.92934 0.00000 4.99756 
-4.92803675808 -4.26631 52.20153 650.93739 3.93691 0.00000 7.42343 
-4.94176387997 -1.57095 31.78426 304.43602 1.76978 0.00000 0.92035 
-4.94176387997 -2.41002 82.87773 1590.13238 17.01806 1.56764 11.00568 
-4.94176387997 -4.11557 42.74441 997.91035 1.22414 0.00000 1.29927 
-4.94176387997 -5.49797 48.36069 752.15811 0.94553 15.09491 1.10350 
-4.94176387997 -4.09061 62.96962 838.94679 4.52044 1.54482 7.85506 
-4.94176387997 -2.22122 44.44691 710.19963 7.28448 3.38778 6.28828 
-4.94176387997 -3.96163 42.23546 682.03805 4.38467 35.31634 4.52787 
-4.94176387997 -2.58384 35.55992 654.43435 4.59799 4.80025 4.07906 
-4.94176387997 -3.68762 67.61936 835.87618 6.37842 2.00000 8.45107 
-4.94176387997 -5.90779 77.09014 1151.92706 1.61029 33.46419 3.52749 
-4.95549100186 -10.03310 139.80552 2540.04961 8.19162 6.66787 13.11222 
-4.95549100186 -7.76053 101.91187 1104.21091 2.76885 41.66668 1.52151 
-4.96921812375 -4.46114 67.65727 495.79034 5.19188 0.00000 6.79581 
-4.96921812375 -6.07265 71.97967 833.46980 2.84980 15.46161 3.92682 
-4.99667236752 -5.52188 75.90529 646.06098 3.42286 45.44981 2.69559 
-4.99667236752 -6.56402 76.46079 974.03034 3.35084 19.70032 4.21896 
-4.99667236752 -3.75377 38.22720 495.78098 4.54845 0.00000 6.60350 
-4.99667236752 -7.07971 64.28328 895.10088 4.29356 11.96819 7.83292 
-5.01039948941 -3.87256 59.68002 632.60999 1.91250 18.80872 0.00000 
-5.0241266113 -7.18742 108.00715 1267.31805 6.36517 0.00000 8.67297 
-5.0241266113 -4.95030 40.07437 741.85864 1.55101 28.56699 1.97028 
-5.0241266113 -4.13570 56.13595 764.44310 4.62046 0.00000 8.47957 
-5.0241266113 -2.24185 57.20589 882.84505 9.21197 33.04699 4.48599 
-5.0241266113 -4.62894 69.24324 879.17711 7.17756 0.00000 7.61706 
-5.0241266113 -4.82808 69.82695 633.47313 3.07970 0.00000 2.83293 
-5.0241266113 -7.70690 109.32112 1829.13316 6.58058 0.00000 7.15213 
-5.05158085508 -4.36543 72.33478 732.05877 4.09636 1.01992 2.41908 
-5.05158085508 -6.17959 76.74445 1616.68956 2.76350 7.00603 5.05131 
-5.05158085508 -8.56948 103.61529 1698.39983 3.46457 20.96264 3.07024 
-5.05158085508 -7.47869 72.20120 1189.80519 1.77391 15.37559 1.76743 
-5.05158085508 -4.09905 65.19571 961.07140 9.30445 20.25151 8.32140 
-5.05158085508 -6.74500 75.41594 814.97912 3.93851 23.38868 6.34735 
-5.05158085508 -5.85177 64.58881 928.38853 5.85288 5.08621 7.72270 
-5.06530797697 -2.84208 79.16193 1153.91515 9.20670 5.79641 3.72254 
-5.06530797697 -4.78065 40.47423 820.73459 1.97999 2.12909 3.09351 
-5.07903509886 -4.38802 50.45620 609.25487 3.70929 1.55776 6.03616 
-5.07903509886 -8.36889 111.29264 1577.89668 3.46569 0.00000 6.11407 
-5.07903509886 -8.36316 120.58772 1574.02916 3.06259 0.00000 4.98432 
-5.07903509886 -3.48723 36.33972 493.07349 2.99956 0.00000 4.74338 
-5.07903509886 -5.84280 80.14065 942.48731 6.58612 41.78863 6.65551 
-5.07903509886 -5.44736 85.86519 1058.61392 4.18751 25.66836 3.57572 
-5.07903509886 -5.72471 62.64246 646.78249 2.50767 5.96364 3.78311 
-5.07903509886 -5.63345 40.19623 831.32657 2.98634 25.46208 4.01173 
-5.09276222074 -5.65872 85.23682 874.98249 2.52326 0.00000 3.21858 
-5.09276222074 -4.48044 64.01032 672.23202 5.32401 3.16428 6.63648 
-5.09276222074 -4.97057 50.99793 802.94178 3.26797 5.13336 4.17614 
-5.10648934263 -5.55257 57.47695 833.52757 2.23207 34.20438 1.46651 
-5.10648934263 -5.68852 43.65698 724.40404 3.94237 3.46014 9.22725 
-5.10648934263 -9.25395 123.91140 1953.64624 7.11664 8.74482 11.34405 
-5.10648934263 -5.31625 116.96587 1461.32492 13.27551 0.00000 12.36473 
-5.10648934263 -8.04337 112.67115 1764.20508 3.91126 0.00000 6.17890 
-5.10648934263 -1.59729 40.25978 580.02583 6.76175 6.62089 5.11829 
-5.12021646452 -4.40914 68.18962 703.63549 4.51251 0.00000 5.64337 
-5.12021646452 -4.65056 88.76689 1380.03255 2.46771 35.42820 3.42265 
-5.13394358641 -5.05505 50.65310 618.71749 2.10675 2.43144 3.72875 
-5.13394358641 -6.85632 80.75250 1360.61204 5.83637 50.70350 3.58568 
-5.1476707083 -9.28637 112.15644 1631.16618 4.47843 7.43493 7.12534 
-5.1476707083 -4.63631 41.37392 818.80140 2.37485 2.23113 3.30640 
-5.16139783019 -5.04752 70.93482 865.48358 7.16445 8.33777 7.95463 
-5.16139783019 -4.85752 40.55705 836.89768 1.77623 2.17034 2.81791 
-5.17512495208 -7.98849 125.13852 1517.37263 4.49209 37.87804 4.82140 
-5.17512495208 -4.26232 57.95552 544.20993 4.87749 0.00000 7.22921 
-5.17512495208 -3.92220 51.30475 655.01295 3.21849 0.00000 5.55805 
-5.17512495208 -7.26819 89.07798 1043.18899 2.31695 14.56444 0.98639 
-5.20257919585 -5.01716 62.83629 742.10866 3.92923 0.00000 6.34902 
-5.21630631774 -8.32401 125.34820 1501.69814 5.16493 38.64432 5.93509 
-5.21630631774 -3.48645 28.39795 472.05261 1.27508 22.70462 0.54361 
-5.21630631774 -6.72247 78.47811 1104.52489 6.77442 1.00000 9.96087 
-5.21630631774 -4.65303 80.41418 896.81417 8.19567 0.00000 8.30151 
